id,atom_counts,z_variance
2dm-4765,"{'Mo': 1, 'W': 2, 'O': 8}",1.49
2dm-4766,"{'Li': 2, 'V': 2, 'Si': 2, 'O': 8}",1.2
2dm-4767,"{'Fe': 2, 'P': 8}",1.48
2dm-4769,"{'Zn': 2, 'Sb': 4, 'O': 8}",1.57
2dm-4770,"{'V': 2, 'Mo': 1, 'O': 8}",0.9
2dm-4771,"{'Ba': 1, 'Mn': 4, 'O': 8}",1.82
2dm-4772,"{'Sr': 3, 'Nb': 4, 'O': 13}",5.03
2dm-4773,"{'Pb': 2, 'Cl': 2, 'F': 2}",1.76
2dm-4775,"{'Al': 1, 'Sn': 1, 'F': 5}",0.93
2dm-4776,"{'In': 1, 'Ge': 1, 'Cl': 3}",1.05
2dm-4777,"{'Fe': 6, 'O': 8, 'F': 4}",2.77
2dm-4779,"{'Pr': 2, 'Te': 4, 'Se': 2}",3.38
2dm-4782,"{'Zn': 2, 'Ge': 2, 'O': 6}",1.04
2dm-4783,"{'P': 4, 'W': 2, 'O': 16}",2.05
2dm-4784,"{'Mg': 3, 'H': 2, 'O': 6}",1.13
2dm-4786,"{'Zn': 3, 'In': 2, 'S': 6}",5.22
2dm-4788,"{'P': 2, 'Pd': 3, 'S': 8}",2.18
2dm-4789,"{'Al': 4, 'Bi': 4, 'O': 12}",1.46
2dm-4790,"{'Gd': 2, 'Br': 2, 'O': 2}",1.77
2dm-4792,"{'Sr': 4, 'Cu': 4, 'O': 6}",0.84
2dm-4795,"{'B': 2, 'C': 3, 'N': 6}",0.12
2dm-4796,"{'Sm': 2, 'Br': 2, 'O': 2}",1.78
2dm-4798,"{'Ca': 3, 'Pb': 3, 'I': 14}",1.56
2dm-4799,"{'Mn': 2, 'O': 2, 'F': 2}",1.4
2dm-4800,"{'Zn': 2, 'As': 4, 'O': 8}",2.24
2dm-4801,"{'Sn': 2, 'Se': 2}",0.96
2dm-4802,"{'Na': 2, 'Hf': 1, 'H': 6, 'O': 6}",1.52
2dm-4803,"{'Hg': 3, 'B': 2, 'O': 6}",0.29
2dm-4804,"{'Ba': 1, 'Ti': 4, 'O': 8}",1.81
2dm-4806,"{'Rb': 1, 'V': 4, 'O': 10}",3.1
2dm-4807,"{'Li': 4, 'Mn': 2, 'P': 4, 'O': 14}",1.17
2dm-4808,"{'Pr': 2, 'I': 2, 'O': 2}",1.92
2dm-4809,"{'Ag': 2, 'Cl': 2, 'O': 4}",1.57
2dm-4811,"{'Lu': 2, 'I': 2, 'O': 2}",1.82
2dm-4812,"{'Li': 4, 'B': 4, 'H': 8, 'O': 16}",1.81
2dm-4813,"{'Nb': 4, 'Te': 6}",1.53
2dm-4814,"{'V': 4, 'S': 10}",1.48
2dm-4816,"{'Bi': 14, 'Te': 13, 'S': 8}",2.54
2dm-4817,"{'K': 1, 'V': 3, 'Se': 2, 'O': 12}",1.42
2dm-4818,"{'Fe': 1, 'H': 1, 'O': 2}",1.15
2dm-4819,"{'Bi': 2, 'Te': 2, 'Se': 1}",2.59
2dm-4820,"{'Yb': 2, 'Br': 2, 'O': 2}",1.91
2dm-4821,"{'As': 4, 'S': 6}",0.96
2dm-4822,"{'Sb': 2, 'N': 18}",1.73
2dm-4823,"{'Lu': 2, 'H': 4, 'Cl': 2, 'O': 4}",1.58
2dm-4825,"{'Sr': 1, 'Ta': 2, 'H': 2, 'O': 7}",2.93
2dm-4826,"{'Fe': 1, 'Si': 4, 'O': 6}",2.62
2dm-4827,"{'V': 6, 'O': 14}",1.16
2dm-4828,"{'W': 1, 'O': 2, 'F': 2}",1.19
2dm-4829,"{'Bi': 4, 'Te': 4, 'W': 2, 'O': 20}",1.61
2dm-4830,"{'Li': 2, 'V': 2, 'Cu': 2, 'O': 8}",0.69
2dm-4831,"{'Li': 2, 'V': 2, 'F': 6}",1.66
2dm-4832,"{'Y': 1, 'Mn': 1, 'F': 5}",1.11
2dm-4833,"{'Ce': 2, 'Br': 2, 'O': 2}",1.81
2dm-4834,"{'Cu': 2, 'O': 4}",0.77
2dm-4835,"{'Li': 2, 'Fe': 2, 'P': 2, 'O': 8}",0.66
2dm-4836,"{'Zn': 2, 'Te': 3, 'O': 8}",1.6
2dm-4837,"{'Sr': 4, 'Mn': 4, 'Ga': 2, 'O': 14}",3.24
2dm-4838,"{'Tl': 1, 'In': 1, 'S': 2}",0
2dm-4840,"{'Ba': 2, 'Co': 3, 'O': 7}",3.52
2dm-4841,"{'Gd': 2, 'S': 2, 'I': 2}",2.11
2dm-4843,"{'K': 4, 'Bi': 4, 'P': 8, 'Se': 24}",3.33
2dm-4844,"{'V': 4, 'O': 8}",0.78
2dm-4846,"{'Y': 2, 'Br': 2, 'O': 2}",1.75
2dm-4849,"{'Bi': 8, 'Se': 4, 'O': 20}",3.03
2dm-4851,"{'Te': 4, 'S': 2, 'O': 14}",2.47
2dm-4852,"{'Zn': 2, 'P': 4, 'H': 8, 'O': 8}",2.16
2dm-4853,"{'Li': 2, 'V': 2, 'B': 2, 'O': 8}",1.19
2dm-4854,"{'Cd': 2, 'Cu': 4, 'O': 6}",1.23
2dm-4855,"{'Fe': 2, 'Bi': 2, 'Sb': 2, 'S': 8}",2.29
2dm-4856,"{'Y': 2, 'Te': 6}",3.47
2dm-4857,"{'Nb': 4, 'Fe': 4, 'Te': 8}",1.51
2dm-4858,"{'V': 4, 'O': 10}",1.19
2dm-4859,"{'Cu': 2, 'Te': 4, 'Cl': 2}",1.12
2dm-4861,"{'Ag': 2, 'I': 2}",1.37
2dm-4862,"{'Ca': 2, 'Cu': 1, 'Br': 2, 'O': 2}",1.81
2dm-4863,"{'Ni': 1, 'Te': 1, 'O': 4}",0.82
2dm-4865,"{'Yb': 2, 'Si': 4, 'Ni': 2}",2.21
2dm-4866,"{'In': 2, 'Sb': 4, 'S': 8, 'Br': 2}",1.36
2dm-4867,"{'Sn': 2, 'P': 4, 'O': 12}",1.89
2dm-4868,"{'Ba': 1, 'Fe': 4, 'O': 8}",1.82
2dm-4870,"{'Cu': 3, 'Se': 2, 'Cl': 2, 'O': 6}",1.6
2dm-4871,"{'Li': 2, 'Ni': 2, 'P': 2, 'O': 8}",0.65
2dm-4872,"{'Nb': 2, 'Ni': 2, 'Te': 10}",1.37
2dm-4874,"{'Ca': 3, 'Fe': 2, 'Cl': 2, 'O': 5}",2.85
2dm-4875,"{'Mn': 2, 'Fe': 1, 'O': 6}",0.78
2dm-4878,"{'V': 1, 'W': 2, 'O': 8}",1.46
2dm-4879,"{'Zr': 2, 'Si': 2, 'Se': 2}",2.31
2dm-4881,"{'Bi': 4, 'Br': 12}",1.47
2dm-4882,"{'Te': 1, 'O': 3}",1.27
2dm-4883,"{'Si': 3, 'Ir': 1}",1.68
2dm-4884,"{'Co': 3, 'Te': 1, 'O': 8}",0.81
2dm-4886,"{'Li': 2, 'S': 2, 'O': 6, 'F': 2}",1.51
2dm-4888,"{'Ti': 1, 'Ga': 4, 'O': 8}",2.48
2dm-4891,"{'Mg': 5, 'Sc': 1}",2.05
2dm-4892,"{'Li': 2, 'Cu': 1, 'F': 5}",0.72
2dm-4893,"{'Mg': 2, 'Ni': 3, 'O': 8}",0.99
2dm-4894,"{'Ba': 4, 'Y': 2, 'I': 14}",1.54
2dm-4895,"{'Bi': 4, 'Mo': 4, 'O': 20}",1.08
2dm-4896,"{'Sr': 4, 'Cr': 2, 'S': 2, 'O': 6}",3.52
2dm-4897,"{'Li': 4, 'Cr': 4, 'O': 14}",1.06
2dm-4899,"{'Ti': 2, 'Ge': 2, 'Te': 12}",1.55
2dm-4900,"{'Li': 1, 'Cu': 2, 'C': 2, 'O': 6}",1.44
2dm-4901,"{'Na': 2, 'H': 2, 'O': 2}",1.41
2dm-4902,"{'Ni': 1, 'H': 2, 'O': 2}",0.95
2dm-4903,"{'Bi': 12, 'S': 12}",1.4
2dm-4904,"{'Cu': 4, 'O': 4}",1.56
2dm-4905,"{'Al': 2, 'H': 6, 'O': 6}",1.25
2dm-4906,"{'Sn': 1, 'Ge': 1}",0.4
2dm-4907,"{'Nb': 4, 'Co': 4, 'Te': 8}",1.51
2dm-4908,"{'Na': 2, 'Cl': 2, 'O': 4}",0.04
2dm-4909,"{'Mo': 1, 'O': 2}",1.45
2dm-4910,"{'Mg': 4, 'As': 2}",2.03
2dm-4911,"{'Er': 2, 'Cl': 2, 'O': 2}",1.81
2dm-4912,"{'Si': 4, 'P': 8}",1.73
2dm-4913,"{'Hg': 3, 'As': 1, 'Se': 4, 'I': 1}",1.17
2dm-4914,"{'Ag': 8, 'Bi': 8, 'S': 12, 'Cl': 8}",2.79
2dm-4915,"{'W': 4, 'O': 8}",0.77
2dm-4916,"{'Li': 2, 'Ce': 1, 'P': 2}",1.85
2dm-4917,"{'Nd': 2, 'I': 2, 'O': 2}",1.91
2dm-4920,"{'Ba': 2, 'Tl': 1, 'Ni': 2, 'O': 7}",3.92
2dm-4921,"{'Fe': 6, 'S': 8}",2.62
2dm-4922,"{'Zn': 2, 'Cr': 4, 'S': 10}",1.45
2dm-4923,"{'Ag': 2, 'H': 2, 'O': 4}",0.58
2dm-4926,"{'Sr': 4, 'Ta': 2, 'Cu': 4, 'O': 14}",3.53
2dm-4928,"{'Zn': 2, 'Se': 2}",1.06
2dm-4930,"{'Fe': 1, 'Bi': 1, 'O': 3}",0.44
2dm-4932,"{'Ca': 2, 'Sn': 4, 'F': 12}",2.33
2dm-4933,"{'Cu': 2, 'Hg': 1, 'I': 4}",1.46
2dm-4934,"{'Mg': 4, 'H': 2, 'O': 5}",3.72
2dm-4937,"{'Zn': 12, 'S': 12}",10.98
2dm-4938,"{'Na': 4, 'Sb': 4, 'F': 16}",2.13
2dm-4939,"{'Li': 2, 'Ni': 1, 'O': 2}",1.4
2dm-4940,"{'Li': 1, 'V': 1, 'F': 4}",0.78
2dm-4942,"{'Cu': 2, 'Se': 4, 'Br': 2}",1.06
2dm-4947,"{'Nd': 4, 'B': 2, 'C': 2}",1.11
2dm-4948,"{'Co': 1, 'I': 2}",1.27
2dm-4949,"{'Cr': 1, 'P': 2, 'O': 8}",1.65
2dm-4950,"{'Fe': 1, 'Cu': 1, 'S': 2}",1.21
2dm-4951,"{'Al': 4, 'H': 12, 'O': 12}",1.32
2dm-4952,"{'Yb': 2, 'H': 4, 'Cl': 2, 'O': 4}",1.67
2dm-4955,"{'Ca': 1, 'Pb': 1, 'I': 4}",1.49
2dm-4956,"{'Cr': 2, 'O': 2, 'F': 2}",1.36
2dm-4957,"{'In': 6, 'Sb': 2, 'Te': 4}",5.23
2dm-4959,"{'Cr': 2, 'Se': 2}",1.19
2dm-4960,"{'Sb': 3, 'Pb': 1}",0
2dm-4961,"{'Ag': 1, 'Br': 1, 'O': 4}",0.8
2dm-4962,"{'Li': 2, 'Cr': 2, 'Si': 2, 'O': 8}",1.2
2dm-4963,"{'Co': 1, 'Br': 2}",1.17
2dm-4964,"{'In': 1, 'Sn': 1, 'Cl': 3}",1.09
2dm-4965,"{'Yb': 1, 'I': 2}",1.44
2dm-4966,"{'Cr': 2, 'Ge': 2, 'Te': 6}",1.45
2dm-4968,"{'Sm': 2, 'I': 2, 'O': 2}",1.89
2dm-4969,"{'Sb': 2, 'Te': 2, 'Cl': 2, 'O': 6}",1.44
2dm-4970,"{'Ti': 6, 'O': 6}",4.41
2dm-4971,"{'Cu': 2, 'H': 2, 'O': 4}",1.82
2dm-4972,"{'Cu': 2, 'I': 2}",1.46
2dm-4973,"{'Cr': 4, 'Bi': 4, 'O': 16}",1.38
2dm-4974,"{'Sr': 2, 'H': 8, 'Cl': 4, 'O': 4}",1.61
2dm-4975,"{'Nb': 4, 'Re': 2, 'O': 16}",2.49
2dm-4976,"{'Bi': 2, 'P': 2, 'Pb': 8, 'O': 16}",2.8
2dm-4977,"{'Mn': 3, 'Co': 2, 'Te': 3, 'O': 16}",2.42
2dm-4978,"{'Cd': 2, 'P': 4, 'O': 12}",1.49
2dm-4979,"{'Ba': 2, 'Tl': 2, 'Co': 3, 'O': 10}",5.86
2dm-4981,"{'Ta': 4, 'Se': 6}",1.41
2dm-4983,"{'Al': 8, 'Te': 12}",1.57
2dm-4984,"{'Li': 2, 'Fe': 2, 'Si': 2, 'O': 8}",1.2
2dm-4985,"{'Al': 2, 'Te': 5}",1.53
2dm-4988,"{'Ta': 2, 'Ni': 2, 'Te': 10}",1.36
2dm-4989,"{'Na': 2, 'Cl': 2, 'O': 4}",0.38
2dm-4991,"{'B': 1, 'N': 1}",0
2dm-4992,"{'Sr': 4, 'Cu': 4, 'Sb': 2, 'O': 14}",3.66
2dm-4995,"{'Ni': 2, 'Sb': 1, 'Te': 2}",1.84
2dm-4996,"{'Ti': 4, 'Zn': 4, 'Ge': 8, 'O': 24}",2.9
2dm-4998,"{'Tc': 4, 'S': 4, 'O': 24, 'F': 4}",1.75
2dm-4999,"{'Er': 6, 'I': 7}",2.8
2dm-5000,{'Sr': 2},0
2dm-5001,"{'B': 8, 'Te': 4, 'O': 20}",1.06
2dm-5002,"{'Li': 2, 'Ag': 2, 'F': 4}",1.37
2dm-5003,"{'Li': 2, 'V': 6, 'Te': 4, 'O': 24}",1.72
2dm-5004,"{'Cu': 1, 'H': 1, 'O': 2}",0.35
2dm-5005,"{'Al': 4, 'O': 6}",1.96
2dm-5006,"{'Tm': 4, 'Te': 10, 'O': 26}",2.97
2dm-5007,"{'Cu': 2, 'Se': 2}",1.15
2dm-5009,"{'Er': 1, 'Re': 2, 'O': 8}",1.97
2dm-5010,"{'Zn': 1, 'W': 2, 'O': 5}",1.35
2dm-5011,"{'Sr': 4, 'Mn': 2, 'S': 2, 'O': 6}",3.53
2dm-5012,"{'Re': 2, 'Ni': 1, 'O': 8}",1.89
2dm-5013,"{'Dy': 2, 'Bi': 7, 'O': 14}",2.37
2dm-5014,"{'Na': 2, 'Bi': 10, 'O': 16}",2.57
2dm-5015,"{'Sb': 4, 'Pb': 8, 'S': 8, 'I': 12}",1.74
2dm-5017,"{'Ba': 2, 'Ti': 4, 'Tl': 2, 'O': 12}",7.44
2dm-5018,"{'Ca': 3, 'Si': 1, 'Br': 2}",3.15
2dm-5019,"{'Np': 2, 'I': 2, 'O': 2}",1.88
2dm-5020,"{'Tm': 1, 'I': 2}",1.57
2dm-5021,"{'Li': 2, 'Cr': 3, 'O': 6}",1.12
2dm-5022,"{'Ca': 1, 'Zn': 2, 'P': 2, 'O': 2}",4.14
2dm-5023,"{'Sr': 2, 'Cu': 1, 'I': 2, 'O': 2}",2.04
2dm-5024,"{'Ba': 2, 'V': 3, 'O': 8}",3.04
2dm-5025,"{'Li': 2, 'Fe': 4, 'O': 4, 'F': 6}",2.84
2dm-5027,"{'Cd': 1, 'Cl': 2}",1.25
2dm-5028,"{'P': 4, 'Pb': 6, 'O': 16}",1.65
2dm-5029,"{'Bi': 6, 'B': 10, 'O': 21}",1.38
2dm-5031,"{'Mg': 2, 'Bi': 2, 'P': 2, 'O': 12}",1.58
2dm-5035,"{'Np': 2, 'I': 6}",1.61
2dm-5036,"{'Li': 2, 'V': 2, 'O': 4, 'F': 4}",1.44
2dm-5038,"{'Li': 1, 'Cr': 1, 'O': 2}",1.21
2dm-5039,"{'Nb': 4, 'Zn': 4, 'Cu': 2, 'O': 16}",2.64
2dm-5040,"{'Zn': 4, 'Sn': 2, 'N': 4}",1.77
2dm-5042,"{'Eu': 1, 'In': 2, 'Au': 1}",1.94
2dm-5043,"{'Zn': 2, 'Ga': 2, 'N': 2, 'O': 2}",1.34
2dm-5044,"{'Co': 2, 'Ni': 1, 'O': 6}",0.77
2dm-5045,"{'Cu': 2, 'H': 4, 'O': 4}",1.67
2dm-5046,"{'Y': 1, 'Co': 1, 'F': 5}",1.11
2dm-5050,"{'Ni': 2, 'S': 4}",0.48
2dm-5051,"{'Ho': 2, 'I': 2, 'O': 2}",1.85
2dm-5052,"{'La': 2, 'Ge': 1, 'I': 2}",2.6
2dm-5053,"{'K': 2, 'Sb': 6, 'O': 10}",1.91
2dm-5054,"{'Co': 2, 'O': 2, 'F': 2}",0.75
2dm-5055,"{'Li': 4, 'Co': 2, 'P': 4, 'O': 14}",1.17
2dm-5057,"{'Mn': 3, 'Co': 1, 'O': 8}",0.78
2dm-5058,"{'Ta': 2, 'Tl': 2, 'Cu': 4, 'S': 8}",2.6
2dm-5059,"{'Li': 4, 'C': 1, 'O': 4}",0.9
2dm-5060,"{'Nb': 2, 'P': 2, 'O': 10}",1.45
2dm-5062,"{'Co': 2, 'Ni': 1, 'O': 6}",0.79
2dm-5063,"{'Cr': 1, 'Ga': 2, 'S': 4}",3.15
2dm-5064,"{'Ca': 10, 'Ir': 2}",1.85
2dm-5065,"{'Sr': 4, 'Cu': 4, 'W': 2, 'O': 14}",3.59
2dm-5067,"{'Bi': 4, 'Pd': 2, 'O': 8}",0.83
2dm-5069,"{'Li': 1, 'Co': 7, 'O': 7, 'F': 1}",6.05
2dm-5070,"{'Mg': 4, 'Sb': 8, 'O': 16}",0.86
2dm-5071,"{'K': 4, 'C': 4, 'S': 4, 'N': 4}",1.83
2dm-5072,"{'Ba': 1, 'Bi': 4, 'O': 7}",1.65
2dm-5074,"{'Ti': 2, 'Au': 2}",2.1
2dm-5075,"{'V': 1, 'Br': 2}",1.19
2dm-5076,"{'Cu': 2, 'Cl': 2, 'O': 4}",1.01
2dm-5077,"{'Bi': 2, 'Au': 2, 'O': 4}",1.39
2dm-5078,"{'Mg': 5, 'H': 2, 'O': 6}",4.45
2dm-5080,"{'Ti': 8, 'Zn': 2, 'O': 18}",1.39
2dm-5081,"{'Ag': 2, 'Pb': 8, 'Cl': 2, 'O': 8}",1.37
2dm-5082,{'C': 8},1.04
2dm-5083,"{'Si': 6, 'H': 2}",3.41
2dm-5084,"{'Na': 3, 'In': 1, 'Cl': 6}",1.46
2dm-5086,"{'Ag': 2, 'F': 4}",0.81
2dm-5087,"{'Mn': 4, 'Zn': 2, 'O': 10}",1.36
2dm-5089,"{'Li': 4, 'V': 2, 'F': 12}",2.06
2dm-5090,"{'Li': 2, 'V': 4, 'O': 8}",1.13
2dm-5092,"{'Li': 6, 'Te': 2, 'H': 2, 'O': 8}",1.52
2dm-5093,"{'Rb': 2, 'Au': 2, 'S': 2}",0
2dm-5094,"{'Cr': 1, 'W': 2, 'O': 8}",1.47
2dm-5096,"{'Cu': 4, 'Bi': 7, 'S': 12}",2.4
2dm-5097,"{'Si': 3, 'Sb': 2, 'O': 9}",1.26
2dm-5098,"{'Nd': 4, 'Te': 4, 'Br': 4, 'O': 12}",7.65
2dm-5099,"{'Cr': 6, 'O': 14}",1.17
2dm-5100,"{'Zn': 2, 'Sn': 3, 'O': 8}",1.02
2dm-5101,"{'Sr': 4, 'Co': 2, 'Cl': 2, 'O': 6}",3.79
2dm-5102,"{'Li': 2, 'H': 4, 'I': 2, 'O': 2}",1.56
2dm-5103,"{'V': 2, 'O': 2, 'F': 6}",1.39
2dm-5104,"{'Sr': 4, 'Cr': 4, 'Ga': 2, 'O': 14}",3.23
2dm-5106,"{'Ag': 2, 'Cl': 2}",1.41
2dm-5107,"{'K': 2, 'H': 2, 'C': 2, 'O': 4}",0.64
2dm-5108,"{'Ti': 4, 'O': 14}",3.36
2dm-5109,"{'Tl': 4, 'Si': 2, 'S': 6}",1.34
2dm-5110,"{'Ti': 6, 'V': 4, 'O': 18}",2.58
2dm-5112,"{'Sm': 2, 'Cl': 2, 'F': 2}",2
2dm-5114,"{'Ag': 2, 'Pd': 1, 'O': 2}",1.3
2dm-5115,"{'Np': 1, 'O': 2, 'F': 2}",0.93
2dm-5116,"{'Sn': 2, 'Se': 2}",1.36
2dm-5118,"{'Sc': 2, 'H': 2, 'O': 4}",1.79
2dm-5119,"{'Li': 1, 'V': 2, 'O': 1, 'F': 5}",0.95
2dm-5120,"{'Ba': 2, 'Cu': 2}",1.52
2dm-5121,"{'Li': 2, 'Ag': 2, 'C': 4, 'O': 8}",0.62
2dm-5122,"{'Zn': 1, 'H': 1}",0.81
2dm-5123,"{'W': 3, 'O': 8}",1.5
2dm-5124,"{'Rb': 3, 'Mn': 2, 'Cl': 7}",4.31
2dm-5125,"{'Tl': 2, 'Br': 2}",1.56
2dm-5127,"{'W': 1, 'O': 3}",1.28
2dm-5128,"{'Mg': 1, 'Sn': 2, 'N': 2}",1.8
2dm-5129,"{'V': 2, 'Br': 2, 'O': 2}",1.71
2dm-5130,"{'La': 2, 'I': 2, 'O': 2}",1.92
2dm-5131,"{'Ag': 4, 'Hg': 4, 'S': 4, 'I': 4}",2.85
2dm-5132,"{'Sn': 2, 'Cl': 2, 'F': 2}",1.76
2dm-5133,"{'Ni': 2, 'Se': 2}",1.06
2dm-5134,"{'Sr': 2, 'Sb': 2, 'Se': 4, 'F': 2}",3.77
2dm-5135,"{'Ca': 1, 'Bi': 2, 'O': 5}",1.66
2dm-5137,"{'Cr': 1, 'Cu': 1, 'Se': 2}",1.85
2dm-5138,"{'Er': 2, 'Te': 6}",3.6
2dm-5139,"{'Sc': 2, 'H': 2, 'O': 4}",2
2dm-5140,"{'Na': 3, 'Ti': 10, 'S': 20}",3.51
2dm-5142,"{'Cu': 4, 'C': 4, 'O': 12}",1.38
2dm-5143,"{'Li': 1, 'Co': 1, 'O': 2}",1.19
2dm-5145,"{'Zn': 4, 'W': 4, 'O': 16}",1.72
2dm-5146,"{'Tl': 1, 'As': 1, 'O': 4}",0.85
2dm-5147,"{'Zn': 2, 'In': 4, 'S': 8}",3.35
2dm-5148,"{'Fe': 2, 'Cl': 6}",1.2
2dm-5150,"{'Lu': 2, 'Fe': 2, 'Ge': 4}",2.19
2dm-5152,"{'Sb': 4, 'S': 4, 'O': 2}",1.12
2dm-5153,"{'V': 4, 'O': 8}",0.78
2dm-5154,"{'Ba': 2, 'Cr': 3, 'O': 7}",3.53
2dm-5155,"{'Ga': 6, 'Te': 6}",1.74
2dm-5157,"{'Mn': 1, 'Re': 2, 'O': 8}",1.93
2dm-5158,"{'Ba': 1, 'Mo': 4, 'O': 8}",1.93
2dm-5159,"{'Ta': 2, 'Fe': 2, 'Te': 6}",1.47
2dm-5160,"{'Sb': 4, 'O': 8}",0.99
2dm-5161,"{'Bi': 1, 'O': 2}",0.81
2dm-5165,"{'Mo': 4, 'O': 8}",0.78
2dm-5166,"{'Mn': 2, 'Tl': 2, 'O': 6}",1.27
2dm-5167,"{'Y': 2, 'Co': 2}",1.23
2dm-5168,"{'K': 2, 'C': 4, 'N': 6}",1.62
2dm-5169,"{'Tb': 2, 'H': 2, 'O': 4}",2.26
2dm-5170,"{'Na': 2, 'Hg': 2, 'Cl': 6}",2.36
2dm-5171,"{'Na': 2, 'C': 2, 'S': 2, 'N': 2}",1.79
2dm-5172,"{'Zr': 1, 'F': 4}",1.23
2dm-5173,"{'Cu': 2, 'As': 2, 'O': 6}",1.05
2dm-5175,"{'Cr': 1, 'O': 3}",1.21
2dm-5178,"{'Ba': 2, 'Zr': 1, 'S': 4}",3.1
2dm-5179,"{'Sc': 5, 'N': 1, 'Cl': 8}",1.74
2dm-5181,"{'U': 2, 'Te': 6}",2.6
2dm-5182,"{'Sr': 2, 'H': 4, 'I': 4, 'O': 2}",1.47
2dm-5184,"{'Ca': 2, 'La': 2, 'I': 10}",1.53
2dm-5185,"{'Mn': 2, 'C': 4, 'O': 12}",0.84
2dm-5186,"{'Co': 3, 'Sb': 1, 'O': 8}",0.81
2dm-5187,"{'Ti': 1, 'Zn': 1, 'Bi': 2, 'O': 6}",1.25
2dm-5188,"{'U': 1, 'Sb': 2, 'O': 6}",1.08
2dm-5189,"{'Tl': 2, 'Pt': 4, 'Se': 6}",1.25
2dm-5190,"{'Ta': 2, 'Pd': 1, 'Se': 6}",1.32
2dm-5191,"{'Sn': 3, 'P': 4}",3.25
2dm-5192,"{'Sr': 1, 'Bi': 5, 'O': 9}",2.47
2dm-5193,"{'Ba': 2, 'Fe': 3, 'O': 8}",3.05
2dm-5194,"{'Li': 2, 'Mn': 1, 'F': 6}",1
2dm-5196,"{'Li': 3, 'Fe': 3, 'O': 4, 'F': 4}",2.65
2dm-5197,"{'Li': 2, 'H': 2, 'Pt': 1}",1.37
2dm-5198,"{'V': 4, 'O': 10}",1.2
2dm-5199,"{'U': 1, 'O': 2, 'F': 2}",1.05
2dm-5200,"{'Ag': 6, 'S': 2, 'I': 2}",3
2dm-5201,"{'Ba': 2, 'Hf': 1, 'S': 4}",3.08
2dm-5203,"{'Tm': 2, 'Bi': 2, 'O': 6}",1.59
2dm-5207,"{'Ho': 2, 'Co': 2, 'Sn': 4}",2.26
2dm-5208,"{'V': 3, 'Zn': 2, 'O': 8}",1.01
2dm-5209,"{'In': 4, 'Te': 4, 'Cl': 4, 'O': 12}",1.87
2dm-5210,"{'Ta': 4, 'Ni': 2, 'Se': 10}",1.37
2dm-5211,"{'Mn': 2, 'Cr': 1, 'O': 6}",0.78
2dm-5212,"{'Li': 2, 'Fe': 2, 'B': 2, 'O': 8}",1.15
2dm-5214,"{'Co': 1, 'H': 2, 'O': 2}",1.43
2dm-5215,"{'Li': 1, 'Ni': 1, 'P': 1, 'O': 4}",0.93
2dm-5216,"{'Sb': 2, 'N': 2}",1.02
2dm-5217,"{'Sb': 4, 'I': 12}",1.63
2dm-5218,"{'Ag': 2, 'Cl': 2, 'O': 4}",0.28
2dm-5219,"{'Li': 1, 'Cu': 2, 'F': 5}",0.38
2dm-5220,"{'Rb': 2, 'Sb': 4, 'Se': 8}",2.76
2dm-5223,"{'Y': 2, 'Ga': 2, 'I': 2}",2.61
2dm-5224,"{'Li': 2, 'Co': 2, 'P': 2, 'O': 8}",1.24
2dm-5227,"{'V': 2, 'Zn': 1, 'O': 6}",0.95
2dm-5228,"{'Mg': 4, 'Sn': 4, 'O': 8}",2.04
2dm-5230,"{'Ge': 4, 'Pb': 4, 'S': 12}",2.11
2dm-5232,"{'Sr': 4, 'Te': 4, 'O': 12}",1.57
2dm-5233,"{'Sr': 4, 'Fe': 2, 'Br': 2, 'O': 6}",3.76
2dm-5235,"{'Sn': 2, 'F': 6}",1.33
2dm-5236,"{'V': 2, 'Cu': 2, 'O': 8}",0.75
2dm-5237,"{'Pb': 2, 'Br': 4, 'O': 12}",2.23
2dm-5238,"{'Ho': 2, 'C': 1, 'F': 2}",1.82
2dm-5240,"{'As': 2, 'P': 2, 'O': 8}",1.36
2dm-5242,"{'Sr': 4, 'Cu': 4, 'Sn': 2, 'O': 14}",3.6
2dm-5244,"{'Cu': 2, 'Bi': 4, 'O': 8}",0.77
2dm-5246,"{'Li': 2, 'Ag': 2, 'C': 4, 'O': 8}",0.55
2dm-5247,"{'Te': 2, 'Pd': 1}",1.15
2dm-5248,"{'Ag': 2, 'Bi': 2, 'P': 4, 'S': 12}",1.32
2dm-5249,"{'Nb': 2, 'Te': 8, 'Ir': 2}",1.41
2dm-5251,"{'Ag': 8, 'C': 4, 'N': 8}",1.98
2dm-5253,"{'Mn': 3, 'Cu': 1, 'O': 8}",0.79
2dm-5254,"{'Ba': 2, 'Tl': 2, 'Mo': 4, 'O': 12}",6.33
2dm-5255,"{'Ca': 2, 'Sb': 4, 'O': 8}",1.55
2dm-5257,"{'Cu': 4, 'H': 4, 'Cl': 4, 'O': 4}",1.27
2dm-5258,"{'Ta': 6, 'S': 18}",2.26
2dm-5259,"{'Cd': 2, 'Bi': 2, 'Cl': 2, 'O': 4}",1.52
2dm-5260,"{'Sr': 2, 'La': 2, 'Cl': 10}",1.44
2dm-5261,"{'Li': 2, 'U': 1, 'I': 6}",1.42
2dm-5263,"{'W': 2, 'O': 4, 'F': 4}",1.19
2dm-5264,"{'Al': 6, 'O': 9}",1.6
2dm-5265,"{'Li': 4, 'S': 2, 'O': 8}",0.64
